,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Date,Ad Name,Date première diffusion,Date dernière diffusion,Durée (jour),SUM de Impr,SUM de Cost,SUM de Clic,Signup,Total 2-sec views,Total Install,Total Signup,,,,,,,,,,,
2026-03-22,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,414 858,652,1 474,217,107 848,145,72,,,,,,,,,,,
2026-03-22,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,229 600,308,740,129,48 236,84,45,,,,,,,,,,,
2026-03-22,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,168 538,224,649,81,24 698,50,31,,,,,,,,,,,
2026-03-22,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,83 473,142,293,40,14 662,26,14,,,,,,,,,,,
2026-03-22,_001,01/01,03/04,93,57 305,58,95,24,7 984,18,6,,,,,,,,,,,
2026-03-22,Allons pour le permis en 2026,09/01,16/04,98,18 755,46,62,16,3 124,9,7,,,,,,,,,,,
2026-03-22,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,24 790,34,91,12,2 525,7,5,,,,,,,,,,,
2026-03-22,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,19 511,26,53,12,2 073,7,5,,,,,,,,,,,
2026-03-22,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,15 812,24,46,10,2 286,7,3,,,,,,,,,,,
2026-03-22,Image carousel 14,16/03,29/04,45,6 943,22,107,10,0,7,3,,,,,,,,,,,
2026-03-22,@Ornikar la base non ?🫣,05/01,13/05,129,12 188,20,39,6,2 699,4,2,,,,,,,,,,,
2026-03-22,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,31 116,18,53,7,12 934,5,2,,,,,,,,,,,
2026-03-22,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,7 539,13,32,5,1 275,2,3,,,,,,,,,,,
2026-03-22,Image carousel 7,30/01,11/06,133,4 763,6,11,5,0,3,2,,,,,,,,,,,
2026-03-22,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,5 145,6,10,4,468,3,1,,,,,,,,,,,
2026-03-22,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,5 188,4,16,2,1 266,1,1,,,,,,,,,,,
2026-03-22,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,1 392,2,5,0,182,0,0,,,,,,,,,,,
2026-03-22,Image carousel 6,30/01,11/06,133,1 149,2,6,1,0,1,0,,,,,,,,,,,
2026-03-22,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,1 036,1,0,0,149,0,0,,,,,,,,,,,
2026-03-22,Image carousel 4,02/03,13/05,104,10 780,1,8,0,0,0,0,,,,,,,,,,,
2026-03-22,Image carousel 3,02/03,04/05,95,1 914,1,7,0,0,0,0,,,,,,,,,,,
2026-03-22,Image carousel 5,30/01,13/05,104,569,0,2,0,0,0,0,,,,,,,,,,,
2026-03-23,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,322 025,575,1 076,210,81 908,146,64,,,,,,,,,,,
2026-03-23,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,165 277,258,512,82,35 090,58,24,,,,,,,,,,,
2026-03-23,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,141 356,234,577,79,21 711,51,28,,,,,,,,,,,
2026-03-23,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,81 971,136,189,43,9 925,29,14,,,,,,,,,,,
2026-03-23,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,60 098,106,157,48,10 865,28,20,,,,,,,,,,,
2026-03-23,_001,01/01,03/04,93,54 384,59,92,16,7 555,11,5,,,,,,,,,,,
2026-03-23,Allons pour le permis en 2026,09/01,16/04,98,12 991,34,46,5,2 258,2,3,,,,,,,,,,,
2026-03-23,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,16 570,31,53,13,2 947,9,4,,,,,,,,,,,
2026-03-23,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,13 138,31,58,13,2 552,8,5,,,,,,,,,,,
2026-03-23,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,16 389,28,48,12,1 711,11,1,,,,,,,,,,,
2026-03-23,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,15 489,25,77,9,1 678,6,3,,,,,,,,,,,
2026-03-23,@Ornikar la base non ?🫣,05/01,13/05,129,11 417,21,41,4,2 537,3,1,,,,,,,,,,,
2026-03-23,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,13 576,20,26,3,1 667,1,2,,,,,,,,,,,
2026-03-23,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,20 816,20,31,7,6 226,5,2,,,,,,,,,,,
2026-03-23,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,10 406,15,20,5,1 576,3,2,,,,,,,,,,,
2026-03-23,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,3 156,7,9,5,602,4,1,,,,,,,,,,,
2026-03-23,Image carousel 14,16/03,29/04,45,2 355,6,17,0,0,0,0,,,,,,,,,,,
2026-03-23,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,1 928,3,6,4,356,3,1,,,,,,,,,,,
2026-03-23,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,1 164,3,5,0,124,0,0,,,,,,,,,,,
2026-03-23,Image carousel 7,30/01,11/06,133,864,2,11,1,0,1,0,,,,,,,,,,,
2026-03-23,Image carousel 3,02/03,04/05,95,1 663,1,7,2,0,1,1,,,,,,,,,,,
2026-03-23,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,804,1,1,2,73,1,1,,,,,,,,,,,
2026-03-23,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,2 510,0,5,0,215,0,0,,,,,,,,,,,
2026-03-23,Image carousel 4,02/03,13/05,104,2 928,0,2,0,0,0,0,,,,,,,,,,,
2026-03-23,Image carousel 6,30/01,11/06,133,115,0,1,0,0,0,0,,,,,,,,,,,
2026-03-23,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,87,0,0,0,9,0,0,,,,,,,,,,,
2026-03-23,Alors télécharge Ornikar et profite de 3 mois Deezer premium offerts pour tout achat du code !,23/03,23/03,1,87,0,0,0,12,0,0,,,,,,,,,,,
2026-03-23,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! @Ornikar  @Deezer #code,23/03,23/03,1,92,0,0,0,11,0,0,,,,,,,,,,,
2026-03-23,7620455786720002055,23/03,23/03,1,50,0,0,0,4,0,0,,,,,,,,,,,
2026-03-23,Image carousel 5,30/01,13/05,104,272,0,1,0,0,0,0,,,,,,,,,,,
2026-03-23,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,17,0,0,0,2,0,0,,,,,,,,,,,
2026-03-23,Téléchargez @Ornikar et profitez de 3 mois de Deezer Premium offert pour tout achat du code !  🎶✨ #codedelaroute #ornikar #permisdeconduire #deezer,23/03,23/03,1,5,0,0,0,0,0,0,,,,,,,,,,,
2026-03-23,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,3,0,0,0,0,0,0,,,,,,,,,,,
2026-03-24,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,300 544,572,1 071,183,70 454,127,56,,,,,,,,,,,
2026-03-24,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,129 352,223,403,88,30 625,61,27,,,,,,,,,,,
2026-03-24,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,99 519,188,374,67,15 775,45,22,,,,,,,,,,,
2026-03-24,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,57 334,107,153,38,8 091,23,15,,,,,,,,,,,
2026-03-24,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,57 585,101,124,42,8 174,27,15,,,,,,,,,,,
2026-03-24,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,55 088,100,164,21,10 156,15,6,,,,,,,,,,,
2026-03-24,_001,01/01,03/04,93,47 078,54,86,7,6 419,7,0,,,,,,,,,,,
2026-03-24,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,23 050,40,57,11,3 119,8,3,,,,,,,,,,,
2026-03-24,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,12 916,36,48,14,2 183,8,6,,,,,,,,,,,
2026-03-24,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,15 484,30,44,12,1 498,8,4,,,,,,,,,,,
2026-03-24,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,18 803,30,68,4,1 953,3,1,,,,,,,,,,,
2026-03-24,Allons pour le permis en 2026,09/01,16/04,98,7 129,23,18,5,1 251,3,2,,,,,,,,,,,
2026-03-24,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,9 553,20,23,8,1 827,4,4,,,,,,,,,,,
2026-03-24,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,17 428,19,28,5,4 302,3,2,,,,,,,,,,,
2026-03-24,@Ornikar la base non ?🫣,05/01,13/05,129,10 188,16,42,5,2 385,3,2,,,,,,,,,,,
2026-03-24,Image carousel 7,30/01,11/06,133,1 223,9,25,6,1,3,3,,,,,,,,,,,
2026-03-24,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,26 108,8,50,4,3 181,2,2,,,,,,,,,,,
2026-03-24,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,1 420,8,8,5,157,3,2,,,,,,,,,,,
2026-03-24,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,1 858,6,5,2,228,1,1,,,,,,,,,,,
2026-03-24,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,3 720,5,11,0,411,0,0,,,,,,,,,,,
2026-03-24,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,3 112,5,5,4,491,2,2,,,,,,,,,,,
2026-03-24,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,2 477,4,8,0,204,0,0,,,,,,,,,,,
2026-03-24,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,1 877,3,1,0,190,0,0,,,,,,,,,,,
2026-03-24,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,8 850,2,12,0,677,0,0,,,,,,,,,,,
2026-03-24,Image carousel 3,02/03,04/05,95,2 284,2,9,2,0,1,1,,,,,,,,,,,
2026-03-24,Image carousel 4,02/03,13/05,104,2 395,1,3,0,0,0,0,,,,,,,,,,,
2026-03-24,Image carousel 6,30/01,11/06,133,133,0,4,0,0,0,0,,,,,,,,,,,
2026-03-24,Image carousel 5,30/01,13/05,104,90,0,1,0,0,0,0,,,,,,,,,,,
2026-03-25,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,162 675,297,497,81,37 551,55,26,,,,,,,,,,,
2026-03-25,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,139 167,229,430,96,34 127,62,34,,,,,,,,,,,
2026-03-25,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,102 673,200,394,70,15 154,46,24,,,,,,,,,,,
2026-03-25,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,63 783,123,173,40,8 523,28,12,,,,,,,,,,,
2026-03-25,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,68 059,118,171,37,9 949,24,13,,,,,,,,,,,
2026-03-25,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,48 299,83,124,47,9 439,31,16,,,,,,,,,,,
2026-03-25,_001,01/01,03/04,93,34 200,42,52,12,4 752,10,2,,,,,,,,,,,
2026-03-25,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,11 286,34,47,9,1 720,6,3,,,,,,,,,,,
2026-03-25,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,26 480,29,91,19,2 925,12,7,,,,,,,,,,,
2026-03-25,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,12 821,24,58,13,1 215,8,5,,,,,,,,,,,
2026-03-25,Image carousel 7,30/01,11/06,133,4 399,19,52,7,0,4,3,,,,,,,,,,,
2026-03-25,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,13 108,17,19,3,1 909,2,1,,,,,,,,,,,
2026-03-25,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,16 428,16,26,12,5 061,6,6,,,,,,,,,,,
2026-03-25,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,7 259,14,24,3,1 354,2,1,,,,,,,,,,,
2026-03-25,Allons pour le permis en 2026,09/01,16/04,98,3 867,11,8,3,737,1,2,,,,,,,,,,,
2026-03-25,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,2 701,10,13,4,345,2,2,,,,,,,,,,,
2026-03-25,@Ornikar la base non ?🫣,05/01,13/05,129,5 586,9,18,6,1 248,4,2,,,,,,,,,,,
2026-03-25,Image carousel 3,02/03,04/05,95,3 283,6,25,0,0,0,0,,,,,,,,,,,
2026-03-25,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,7 780,6,11,1,646,1,0,,,,,,,,,,,
2026-03-25,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,13 339,4,28,1,1 731,1,0,,,,,,,,,,,
2026-03-25,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,2 963,4,8,2,457,1,1,,,,,,,,,,,
2026-03-25,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,33 987,2,42,6,2 568,4,2,,,,,,,,,,,
2026-03-25,Image carousel 4,02/03,13/05,104,2 800,1,7,0,0,0,0,,,,,,,,,,,
2026-03-26,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,128 854,239,408,74,26 754,54,20,,,,,,,,,,,
2026-03-26,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,135 551,239,499,62,20 739,42,20,,,,,,,,,,,
2026-03-26,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,121 670,208,352,80,30 625,57,23,,,,,,,,,,,
2026-03-26,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,103 708,180,270,53,13 800,37,16,,,,,,,,,,,
2026-03-26,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,50 838,115,125,50,7 012,30,20,,,,,,,,,,,
2026-03-26,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,56 132,103,163,38,9 812,28,10,,,,,,,,,,,
2026-03-26,_001,01/01,03/04,93,41 888,50,65,10,5 751,7,3,,,,,,,,,,,
2026-03-26,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,21 727,37,78,9,2 373,5,4,,,,,,,,,,,
2026-03-26,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,8 296,23,22,3,1 437,2,1,,,,,,,,,,,
2026-03-26,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,22 531,19,53,8,8 287,6,2,,,,,,,,,,,
2026-03-26,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,11 326,18,26,12,1 624,8,4,,,,,,,,,,,
2026-03-26,@Ornikar la base non ?🫣,05/01,13/05,129,7 044,14,28,3,1 334,2,1,,,,,,,,,,,
2026-03-26,Allons pour le permis en 2026,09/01,16/04,98,4 105,12,14,2,644,0,2,,,,,,,,,,,
2026-03-26,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,5 728,11,16,9,982,7,2,,,,,,,,,,,
2026-03-26,Image carousel 7,30/01,11/06,133,4 146,11,24,8,2,4,4,,,,,,,,,,,
2026-03-26,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,2 440,6,5,10,320,6,4,,,,,,,,,,,
2026-03-26,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,8 306,6,17,2,887,1,1,,,,,,,,,,,
2026-03-26,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,8 394,4,17,0,1 130,0,0,,,,,,,,,,,
2026-03-26,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,2 944,4,5,2,491,1,1,,,,,,,,,,,
2026-03-26,Image carousel 3,02/03,04/05,95,1 564,4,22,0,0,0,0,,,,,,,,,,,
2026-03-26,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,42 388,2,59,15,3 643,11,4,,,,,,,,,,,
2026-03-26,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,4 777,1,5,1,436,1,0,,,,,,,,,,,
2026-03-26,Image carousel 4,02/03,13/05,104,4 407,1,6,2,0,2,0,,,,,,,,,,,
2026-03-27,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,149 451,264,444,99,37 487,69,30,,,,,,,,,,,
2026-03-27,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,97 994,196,259,51,20 649,39,12,,,,,,,,,,,
2026-03-27,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,91 857,165,318,41,14 044,26,15,,,,,,,,,,,
2026-03-27,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,79 437,146,170,27,10 692,21,6,,,,,,,,,,,
2026-03-27,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,67 556,121,182,61,8 943,42,19,,,,,,,,,,,
2026-03-27,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,45 057,85,107,17,8 506,15,2,,,,,,,,,,,
2026-03-27,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,31 675,55,100,20,5 103,13,7,,,,,,,,,,,
2026-03-27,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,28 267,45,92,15,3 020,10,5,,,,,,,,,,,
2026-03-27,_001,01/01,03/04,93,36 809,45,63,12,4 940,9,3,,,,,,,,,,,
2026-03-27,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,10 455,22,27,8,1 739,7,1,,,,,,,,,,,
2026-03-27,Image carousel 7,30/01,11/06,133,13 013,20,40,4,0,3,1,,,,,,,,,,,
2026-03-27,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,21 544,19,71,5,2 356,3,2,,,,,,,,,,,
2026-03-27,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,11 961,19,25,5,1 686,4,1,,,,,,,,,,,
2026-03-27,Allons pour le permis en 2026,09/01,16/04,98,6 231,18,17,7,1 064,4,3,,,,,,,,,,,
2026-03-27,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,18 004,17,33,3,6 448,3,0,,,,,,,,,,,
2026-03-27,@Ornikar la base non ?🫣,05/01,13/05,129,6 833,15,20,1,1 426,1,0,,,,,,,,,,,
2026-03-27,Image carousel 15,20/03,16/04,28,4 039,12,69,4,1,3,1,,,,,,,,,,,
2026-03-27,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,23 187,11,39,7,2 502,5,2,,,,,,,,,,,
2026-03-27,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,3 483,7,11,2,499,2,0,,,,,,,,,,,
2026-03-27,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,4 980,7,7,3,751,3,0,,,,,,,,,,,
2026-03-27,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,6 629,5,8,3,947,2,1,,,,,,,,,,,
2026-03-27,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,2 779,3,6,1,285,1,0,,,,,,,,,,,
2026-03-27,Image carousel 16,20/03,16/04,28,189,3,13,5,0,3,2,,,,,,,,,,,
2026-03-27,Image carousel 3,02/03,04/05,95,361,1,1,0,0,0,0,,,,,,,,,,,
2026-03-27,Image carousel 4,02/03,13/05,104,2 029,0,4,0,0,0,0,,,,,,,,,,,
2026-03-28,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,108 635,220,334,54,22 028,39,15,,,,,,,,,,,
2026-03-28,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,124 883,211,439,56,28 987,45,11,,,,,,,,,,,
2026-03-28,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,125 734,209,548,54,18 538,36,18,,,,,,,,,,,
2026-03-28,GETPOV_ugc-promo-1ere-ae-fille-avec-encart-9-16_f3XaY8eI.mp4,23/03,16/04,25,100 969,170,243,46,12 235,34,12,,,,,,,,,,,
2026-03-28,GETPOV_ugc-promo-1ere-ae-garcon-avec-encart-9-16_J9y2GEfD.mp4,23/03,16/04,25,61 407,107,140,27,7 791,20,7,,,,,,,,,,,
2026-03-28,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,50 224,89,122,20,9 834,14,6,,,,,,,,,,,
2026-03-28,Image carousel 7,30/01,11/06,133,33 503,45,74,17,0,9,8,,,,,,,,,,,
2026-03-28,_001,01/01,03/04,93,20 462,26,35,11,2 552,8,3,,,,,,,,,,,
2026-03-28,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,14 967,23,53,3,1 425,3,0,,,,,,,,,,,
2026-03-28,Allons pour le permis en 2026,09/01,16/04,98,8 115,23,24,1,1 284,1,0,,,,,,,,,,,
2026-03-28,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,13 261,23,55,6,2 068,5,1,,,,,,,,,,,
2026-03-28,Image carousel 15,20/03,16/04,28,7 691,21,98,6,0,4,2,,,,,,,,,,,
2026-03-28,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,9 228,19,41,1,1 490,1,0,,,,,,,,,,,
2026-03-28,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,9 144,18,23,11,1 516,8,3,,,,,,,,,,,
2026-03-28,GETPOV_ugc-promo-idee-fille-avec-encart-9-16_ANcqfxiX.mp4,23/03,16/04,25,15 742,17,39,3,2 308,2,1,,,,,,,,,,,
2026-03-28,@Ornikar la base non ?🫣,05/01,13/05,129,7 462,16,25,3,1 471,3,0,,,,,,,,,,,
2026-03-28,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,8 440,9,11,0,2 893,0,0,,,,,,,,,,,
2026-03-28,SV_THEORY_9-16_Yamine_Hook1_2pUuQ6OE.mp4,03/02,01/04,58,7 313,8,10,3,1 132,2,1,,,,,,,,,,,
2026-03-28,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code ! #deezer #ornikar,23/03,13/05,52,5 420,4,21,4,600,2,2,,,,,,,,,,,
2026-03-28,3 mois d’abonnement Deezer premium  pour l’achat du code sur ORNIKAR !! @D@DeezerO@Ornikar,23/03,01/04,10,19 395,4,41,5,2 000,3,2,,,,,,,,,,,
2026-03-28,Image carousel 16,20/03,16/04,28,4 805,3,21,3,0,2,1,,,,,,,,,,,
2026-03-28,Image carousel 3,02/03,04/05,95,1 118,2,13,1,0,1,0,,,,,,,,,,,
2026-03-28,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code #ornikar,23/03,13/05,52,4 748,2,10,2,639,1,1,,,,,,,,,,,
2026-03-28,Télécharge Ornikar et profite de 3 mois d'abonnement Deezer en prenant un abonnement code !@Ornikar,23/03,15/04,24,1 807,1,3,1,245,1,0,,,,,,,,,,,
2026-03-28,Image carousel 4,02/03,13/05,104,1 281,0,0,0,0,0,0,,,,,,,,,,,
