,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Date,Ad Name,Date première diffusion,Date dernière diffusion,Durée (jour),SUM de Impr,SUM de Cost,SUM de Clic,Signup,Total 2-sec views,Total Install,Total Signup,,,,,,,,,,,
2026-03-12,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16_O8nWixF5.mp4,08/03,12/03,39,46 730,73,134,28,7 857,18,10,,,,,,,,,,,
2026-03-12,_001,01/01,03/04,93,31 004,41,60,6,4 829,4,2,,,,,,,,,,,
2026-03-12,Copie de rs-driving-promo-maj-lejusteprix-459_gGVLt9kv.mp4,27/02,12/03,14,23 084,36,58,15,2 626,10,5,,,,,,,,,,,
2026-03-12,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,16 383,34,59,10,1 696,7,3,,,,,,,,,,,
2026-03-12,Image carousel 5,02/03,13/05,104,30 248,26,78,9,0,7,2,,,,,,,,,,,
2026-03-12,RS_Driving_Rebrand_PROMO_LesConseilsDesPotes_9-16.mp4,02/03,12/03,11,14 037,14,30,5,3 278,3,2,,,,,,,,,,,
2026-03-12,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,17 035,13,41,5,8 205,3,2,,,,,,,,,,,
2026-03-12,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,6 750,12,15,0,528,0,0,,,,,,,,,,,
2026-03-12,Image carousel 1,30/01,04/05,95,7 715,11,139,2,0,1,1,,,,,,,,,,,
2026-03-12,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,2 870,10,11,6,509,3,3,,,,,,,,,,,
2026-03-12,Image carousel 13,06/03,12/03,7,7 714,9,20,1,2,1,0,,,,,,,,,,,
2026-03-12,Image carousel 4,02/03,13/05,104,11 613,9,26,0,0,0,0,,,,,,,,,,,
2026-03-12,Image carousel 3,02/03,04/05,95,11 557,9,40,2,0,2,0,,,,,,,,,,,
2026-03-12,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,2 284,5,10,0,322,0,0,,,,,,,,,,,
2026-03-12,Image carousel 2,30/01,17/03,47,6 532,4,23,1,0,1,0,,,,,,,,,,,
2026-03-12,Carrousel d'images 12,02/03,12/03,11,10 307,4,19,1,0,1,0,,,,,,,,,,,
2026-03-12,Image carousel 7,30/01,11/06,133,152,3,16,0,0,0,0,,,,,,,,,,,
2026-03-12,Image carousel 6,30/01,11/06,133,65,0,0,0,0,0,0,,,,,,,,,,,
2026-03-13,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,311 228,375,739,94,83 270,63,31,,,,,,,,,,,
2026-03-13,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,188 183,358,621,72,31 046,44,28,,,,,,,,,,,
2026-03-13,Allons pour le permis en 2026,09/01,16/04,98,163 170,314,450,45,25 834,30,15,,,,,,,,,,,
2026-03-13,@Ornikar la base non ?🫣,05/01,13/05,129,171 138,302,534,53,37 654,34,19,,,,,,,,,,,
2026-03-13,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,07/05,21/05,79,169 466,286,612,67,18 701,39,28,,,,,,,,,,,
2026-03-13,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,121 611,215,346,56,24 205,38,18,,,,,,,,,,,
2026-03-13,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,54 532,111,197,26,9 438,17,9,,,,,,,,,,,
2026-03-13,Image carousel 5,02/03,13/05,104,105 820,102,227,20,0,13,7,,,,,,,,,,,
2026-03-13,_001,01/01,03/04,93,45 623,69,88,17,7 138,12,5,,,,,,,,,,,
2026-03-13,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,14 765,34,46,10,1 666,6,4,,,,,,,,,,,
2026-03-13,Image carousel 3,02/03,04/05,95,54 112,24,138,11,0,8,3,,,,,,,,,,,
2026-03-13,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,37 451,21,60,7,20 100,5,2,,,,,,,,,,,
2026-03-13,Image carousel 1,30/01,04/05,95,12 306,19,140,2,0,2,0,,,,,,,,,,,
2026-03-13,Image carousel 4,02/03,13/05,104,45 372,18,120,7,0,5,2,,,,,,,,,,,
2026-03-13,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,3 060,17,17,4,412,3,1,,,,,,,,,,,
2026-03-13,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,5 401,11,16,2,508,1,1,,,,,,,,,,,
2026-03-13,Image carousel 2,30/01,17/03,47,20 908,10,54,0,0,0,0,,,,,,,,,,,
2026-03-13,Image carousel 7,30/01,11/06,133,809,5,21,2,0,2,0,,,,,,,,,,,
2026-03-13,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,653,3,3,0,68,0,0,,,,,,,,,,,
2026-03-13,Image carousel 6,30/01,11/06,133,81,0,6,0,0,0,0,,,,,,,,,,,
2026-03-14,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,227 065,434,608,103,57 157,71,32,,,,,,,,,,,
2026-03-14,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,214 075,405,771,111,33 635,66,45,,,,,,,,,,,
2026-03-14,Allons pour le permis en 2026,09/01,16/04,98,111 233,342,343,49,18 668,37,12,,,,,,,,,,,
2026-03-14,@Ornikar la base non ?🫣,05/01,13/05,129,110 510,245,337,39,25 090,29,10,,,,,,,,,,,
2026-03-14,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,80 183,173,231,40,16 268,26,14,,,,,,,,,,,
2026-03-14,Image carousel 5,02/03,13/05,104,143 799,170,224,28,0,19,9,,,,,,,,,,,
2026-03-14,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,07/05,21/05,79,94 591,165,331,28,9 870,18,10,,,,,,,,,,,
2026-03-14,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,60 789,123,190,23,9 746,13,10,,,,,,,,,,,
2026-03-14,_001,01/01,03/04,93,38 321,56,96,17,6 228,15,2,,,,,,,,,,,
2026-03-14,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,14 891,36,40,9,1 441,6,3,,,,,,,,,,,
2026-03-14,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,8 091,34,36,6,942,4,2,,,,,,,,,,,
2026-03-14,Image carousel 2,30/01,17/03,47,36 259,13,85,11,0,7,4,,,,,,,,,,,
2026-03-14,Image carousel 1,30/01,04/05,95,12 619,13,95,1,0,1,0,,,,,,,,,,,
2026-03-14,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,32 929,11,63,3,18 951,2,1,,,,,,,,,,,
2026-03-14,Image carousel 3,02/03,04/05,95,27 001,11,69,4,0,3,1,,,,,,,,,,,
2026-03-14,Image carousel 7,30/01,11/06,133,2 281,7,23,2,0,1,1,,,,,,,,,,,
2026-03-14,Image carousel 4,02/03,13/05,104,17 553,7,43,3,0,2,1,,,,,,,,,,,
2026-03-14,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,2 114,6,5,2,148,1,1,,,,,,,,,,,
2026-03-14,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,578,3,2,0,62,0,0,,,,,,,,,,,
2026-03-14,Image carousel 6,30/01,11/06,133,4,0,0,0,0,0,0,,,,,,,,,,,
2026-03-15,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,252 500,459,685,111,56 698,70,41,,,,,,,,,,,
2026-03-15,Allons pour le permis en 2026,09/01,16/04,98,154 047,417,437,60,24 454,45,15,,,,,,,,,,,
2026-03-15,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,235 976,376,833,110,34 820,66,44,,,,,,,,,,,
2026-03-15,Image carousel 5,02/03,13/05,104,211 169,230,289,47,0,29,18,,,,,,,,,,,
2026-03-15,@Ornikar la base non ?🫣,05/01,13/05,129,87 425,190,345,35,20 925,24,11,,,,,,,,,,,
2026-03-15,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,07/05,21/05,79,89 412,141,314,24,8 829,14,10,,,,,,,,,,,
2026-03-15,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,63 605,136,172,51,12 792,30,21,,,,,,,,,,,
2026-03-15,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,83 635,133,262,24,12 943,17,7,,,,,,,,,,,
2026-03-15,_001,01/01,03/04,93,59 180,73,122,14,9 302,10,4,,,,,,,,,,,
2026-03-15,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,16 694,38,47,10,1 789,6,4,,,,,,,,,,,
2026-03-15,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,5 849,27,19,7,882,5,2,,,,,,,,,,,
2026-03-15,Image carousel 3,02/03,04/05,95,52 331,17,101,5,0,3,2,,,,,,,,,,,
2026-03-15,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,36 041,14,81,13,20 000,9,4,,,,,,,,,,,
2026-03-15,Image carousel 1,30/01,04/05,95,20 981,10,97,5,0,4,1,,,,,,,,,,,
2026-03-15,Image carousel 4,02/03,13/05,104,21 759,9,72,5,0,4,1,,,,,,,,,,,
2026-03-15,Image carousel 7,30/01,11/06,133,2 919,8,23,2,0,1,1,,,,,,,,,,,
2026-03-15,Image carousel 2,30/01,17/03,47,24 653,7,47,2,0,1,1,,,,,,,,,,,
2026-03-15,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,2 499,5,9,2,185,1,1,,,,,,,,,,,
2026-03-15,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,572,1,3,1,64,1,0,,,,,,,,,,,
2026-03-15,Image carousel 6,30/01,11/06,133,97,0,0,0,0,0,0,,,,,,,,,,,
2026-03-16,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,416 183,579,1 065,197,105 094,132,65,,,,,,,,,,,
2026-03-16,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,205 901,325,726,120,32 584,77,43,,,,,,,,,,,
2026-03-16,Allons pour le permis en 2026,09/01,16/04,98,119 466,288,331,68,19 503,45,23,,,,,,,,,,,
2026-03-16,@Ornikar la base non ?🫣,05/01,13/05,129,83 516,167,281,35,19 775,26,9,,,,,,,,,,,
2026-03-16,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,77 709,152,210,53,14 843,40,13,,,,,,,,,,,
2026-03-16,Image carousel 5,02/03,13/05,104,98 844,120,152,15,0,12,3,,,,,,,,,,,
2026-03-16,_001,01/01,03/04,93,55 164,63,101,17,8 055,13,4,,,,,,,,,,,
2026-03-16,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,07/05,21/05,79,31 448,51,135,17,3 723,11,6,,,,,,,,,,,
2026-03-16,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,30 674,50,103,12,5 598,8,4,,,,,,,,,,,
2026-03-16,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,65 246,20,125,25,34 652,18,7,,,,,,,,,,,
2026-03-16,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,9 384,19,27,5,969,4,1,,,,,,,,,,,
2026-03-16,Image carousel 14,16/03,29/04,45,14 647,15,30,3,0,2,1,,,,,,,,,,,
2026-03-16,Image carousel 4,02/03,13/05,104,19 742,7,39,3,1,2,1,,,,,,,,,,,
2026-03-16,Image carousel 7,30/01,11/06,133,3 707,6,12,0,0,0,0,,,,,,,,,,,
2026-03-16,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,1 666,5,6,8,215,4,4,,,,,,,,,,,
2026-03-16,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,2 848,5,8,0,247,0,0,,,,,,,,,,,
2026-03-16,Image carousel 1,30/01,04/05,95,4 786,5,42,3,0,2,1,,,,,,,,,,,
2026-03-16,Image carousel 3,02/03,04/05,95,12 328,4,34,0,0,0,0,,,,,,,,,,,
2026-03-16,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,1 262,3,2,0,210,0,0,,,,,,,,,,,
2026-03-16,Image carousel 2,30/01,17/03,47,2 674,1,6,0,0,0,0,,,,,,,,,,,
2026-03-16,Image carousel 6,30/01,11/06,133,543,1,2,0,0,0,0,,,,,,,,,,,
2026-03-17,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,337 875,636,965,177,68 750,121,56,,,,,,,,,,,
2026-03-17,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,07/05,11/06,100,305 864,435,1 008,139,40 060,82,57,,,,,,,,,,,
2026-03-17,Allons pour le permis en 2026,09/01,16/04,98,116 683,307,334,63,19 380,46,17,,,,,,,,,,,
2026-03-17,@Ornikar la base non ?🫣,05/01,13/05,129,82 055,169,291,20,18 915,17,3,,,,,,,,,,,
2026-03-17,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,43 127,90,102,28,8 118,19,9,,,,,,,,,,,
2026-03-17,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,07/05,21/05,79,41 727,59,156,13,4 560,9,4,,,,,,,,,,,
2026-03-17,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,04/01,15/04,105,25 154,53,86,17,4 008,10,7,,,,,,,,,,,
2026-03-17,_001,01/01,03/04,93,42 067,49,71,19,5 829,13,6,,,,,,,,,,,
2026-03-17,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,56 359,31,89,14,26 620,11,3,,,,,,,,,,,
2026-03-17,Image carousel 5,02/03,13/05,104,20 358,26,38,3,0,2,1,,,,,,,,,,,
2026-03-17,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,07/05,24/03,21,124 113,19,206,11,16 174,6,5,,,,,,,,,,,
2026-03-17,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,4 799,15,17,8,655,5,3,,,,,,,,,,,
2026-03-17,Image carousel 7,30/01,11/06,133,9 992,13,32,3,0,1,2,,,,,,,,,,,
2026-03-17,Image carousel 4,02/03,13/05,104,97 641,9,130,4,0,4,0,,,,,,,,,,,
2026-03-17,Image carousel 1,30/01,04/05,95,5 413,9,42,0,0,0,0,,,,,,,,,,,
2026-03-17,Image carousel 3,02/03,04/05,95,11 612,5,19,3,0,2,1,,,,,,,,,,,
2026-03-17,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-01_clemambrosi_2025-12-30T17-40-30Z.mp4,04/03,17/03,14,357,4,3,3,32,2,1,,,,,,,,,,,
2026-03-17,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,07/05,24/03,21,8 635,3,9,0,723,0,0,,,,,,,,,,,
2026-03-17,Image carousel 6,30/01,11/06,133,1 884,1,2,0,0,0,0,,,,,,,,,,,
2026-03-17,Image carousel 2,30/01,17/03,47,1 780,1,6,3,0,2,1,,,,,,,,,,,
2026-03-18,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,403 241,668,1 132,201,81 946,140,61,,,,,,,,,,,
2026-03-18,Allons pour le permis en 2026,09/01,16/04,98,97 289,235,310,37,15 372,24,13,,,,,,,,,,,
2026-03-18,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,136 944,227,427,62,19 597,41,21,,,,,,,,,,,
2026-03-18,@Ornikar la base non ?🫣,05/01,13/05,129,80 907,158,279,31,17 889,21,10,,,,,,,,,,,
2026-03-18,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,50 536,100,135,33,9 699,26,7,,,,,,,,,,,
2026-03-18,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,17 982,64,60,17,3 252,10,7,,,,,,,,,,,
2026-03-18,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,17 585,60,52,18,2 755,12,6,,,,,,,,,,,
2026-03-18,_001,01/01,03/04,93,47 559,49,83,17,7 265,12,5,,,,,,,,,,,
2026-03-18,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,32 566,48,90,20,3 551,11,9,,,,,,,,,,,
2026-03-18,Image carousel 14,16/03,29/04,45,40 466,39,132,7,0,4,3,,,,,,,,,,,
2026-03-18,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,49 845,28,83,9,22 486,9,0,,,,,,,,,,,
2026-03-18,Image carousel 7,30/01,11/06,133,5 439,22,47,1,0,1,0,,,,,,,,,,,
2026-03-18,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,61 874,17,117,17,10 579,10,7,,,,,,,,,,,
2026-03-18,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,11 633,6,22,3,1 114,2,1,,,,,,,,,,,
2026-03-18,Image carousel 3,30/01,04/05,95,10 183,4,37,0,0,0,0,,,,,,,,,,,
2026-03-18,Image carousel 4,30/01,13/05,104,53 659,1,81,6,0,4,2,,,,,,,,,,,
2026-03-18,Image carousel 6,30/01,11/06,133,2 148,1,4,0,0,0,0,,,,,,,,,,,
2026-03-18,Image carousel 5,30/01,13/05,104,6 114,0,0,1,0,1,0,,,,,,,,,,,
2026-03-19,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,231 113,464,728,143,46 366,105,38,,,,,,,,,,,
2026-03-19,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,176 106,289,770,72,44 057,47,25,,,,,,,,,,,
2026-03-19,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,100 429,168,325,38,14 511,25,13,,,,,,,,,,,
2026-03-19,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,81 528,145,311,25,16 200,14,11,,,,,,,,,,,
2026-03-19,Allons pour le permis en 2026,09/01,16/04,98,57 793,144,198,31,9 864,19,12,,,,,,,,,,,
2026-03-19,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,37 402,79,110,27,6 998,16,11,,,,,,,,,,,
2026-03-19,@Ornikar la base non ?🫣,05/01,13/05,129,36 145,74,129,25,8 652,16,9,,,,,,,,,,,
2026-03-19,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,36 651,69,118,16,6 485,10,6,,,,,,,,,,,
2026-03-19,_001,01/01,03/04,93,39 346,46,61,14,5 644,9,5,,,,,,,,,,,
2026-03-19,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,19 162,26,54,8,2 050,5,3,,,,,,,,,,,
2026-03-19,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,24 418,22,47,9,3 580,6,3,,,,,,,,,,,
2026-03-19,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,30 472,21,47,15,12 781,10,5,,,,,,,,,,,
2026-03-19,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,10 227,16,23,11,2 285,8,3,,,,,,,,,,,
2026-03-19,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,10 617,11,24,2,1 315,2,0,,,,,,,,,,,
2026-03-19,Image carousel 7,30/01,11/06,133,4 088,10,39,8,0,5,3,,,,,,,,,,,
2026-03-19,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,6 703,7,12,4,654,2,2,,,,,,,,,,,
2026-03-19,Image carousel 14,16/03,29/04,45,5 515,7,36,2,0,1,1,,,,,,,,,,,
2026-03-19,Image carousel 4,30/01,13/05,104,14 501,3,35,4,0,3,1,,,,,,,,,,,
2026-03-19,Image carousel 3,30/01,04/05,95,3 343,2,17,0,0,0,0,,,,,,,,,,,
2026-03-19,Image carousel 6,30/01,11/06,133,1 139,1,6,0,0,0,0,,,,,,,,,,,
2026-03-19,Image carousel 5,30/01,13/05,104,2 075,0,2,1,0,1,0,,,,,,,,,,,
2026-03-20,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,336 861,583,1 115,137,88 240,96,41,,,,,,,,,,,
2026-03-20,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,165 779,297,466,60,30 993,47,13,,,,,,,,,,,
2026-03-20,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,157 784,236,610,69,21 595,41,28,,,,,,,,,,,
2026-03-20,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,130 544,202,380,50,34 272,37,13,,,,,,,,,,,
2026-03-20,Allons pour le permis en 2026,09/01,16/04,98,19 138,50,65,10,3 043,6,4,,,,,,,,,,,
2026-03-20,_001,01/01,03/04,93,39 843,41,66,12,4 776,8,4,,,,,,,,,,,
2026-03-20,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,17 838,35,43,3,3 143,3,0,,,,,,,,,,,
2026-03-20,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,18 085,33,55,9,3 020,5,4,,,,,,,,,,,
2026-03-20,@Ornikar la base non ?🫣,05/01,13/05,129,15 447,31,67,5,3 220,5,0,,,,,,,,,,,
2026-03-20,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,25 928,23,46,3,8 232,3,0,,,,,,,,,,,
2026-03-20,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,22 435,19,48,7,3 210,5,2,,,,,,,,,,,
2026-03-20,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,11 485,14,42,9,1 121,5,4,,,,,,,,,,,
2026-03-20,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,06/06,15/04,28,5 364,9,15,2,785,2,0,,,,,,,,,,,
2026-03-20,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,6 397,8,15,2,555,2,0,,,,,,,,,,,
2026-03-20,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,3 691,5,10,7,511,4,3,,,,,,,,,,,
2026-03-20,Image carousel 7,30/01,11/06,133,1 816,4,27,1,0,1,0,,,,,,,,,,,
2026-03-20,Image carousel 6,30/01,11/06,133,736,1,4,0,0,0,0,,,,,,,,,,,
2026-03-20,Image carousel 4,30/01,13/05,104,5 171,1,11,0,0,0,0,,,,,,,,,,,
2026-03-20,Image carousel 16,20/03,16/04,28,82,0,0,0,0,0,0,,,,,,,,,,,
2026-03-20,Image carousel 5,30/01,13/05,104,361,0,3,0,0,0,0,,,,,,,,,,,
2026-03-20,Image carousel 3,30/01,04/05,95,1 209,0,17,2,0,1,1,,,,,,,,,,,
2026-03-20,Image carousel 15,20/03,16/04,28,44,0,0,0,0,0,0,,,,,,,,,,,
2026-03-21,SV_DRIVING_Micro2_9-16_Hook2_Rebranded_3CmWuhsx.mp4,19/03,29/05,72,374 056,661,1 269,199,89 819,134,65,,,,,,,,,,,
2026-03-21,SV_DRIVING_Micro1_9-16_Hook1_Rebranded_QxChkwre.mp4,19/03,05/06,79,156 293,274,473,78,32 360,56,22,,,,,,,,,,,
2026-03-21,SHORT_THEORY_9-16_Maman_Rebranded_WJftBKdQ.mp4,04/03,11/06,100,136 185,206,515,64,19 689,39,25,,,,,,,,,,,
2026-03-21,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,95 265,173,266,53,18 381,36,17,,,,,,,,,,,
2026-03-21,Allons pour le permis en 2026,09/01,16/04,98,14 599,39,41,9,2 335,6,3,,,,,,,,,,,
2026-03-21,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,14 484,29,45,10,2 022,7,3,,,,,,,,,,,
2026-03-21,_001,01/01,03/04,93,27 689,29,42,5,3 619,5,0,,,,,,,,,,,
2026-03-21,SV_CODE_Lisa_9-16_Hook1_Rebranded_bBsZmwOK.mp4,04/03,24/03,21,17 513,24,32,5,1 697,4,1,,,,,,,,,,,
2026-03-21,SHORT_THEORY_9-16_tableau_Rebranded_jsFkE7lo.mp4,04/03,21/05,79,15 770,23,54,7,1 438,4,3,,,,,,,,,,,
2026-03-21,@Ornikar la base non ?🫣,05/01,13/05,129,10 618,17,24,8,2 294,6,2,,,,,,,,,,,
2026-03-21,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,8 171,16,27,1,1 379,1,0,,,,,,,,,,,
2026-03-21,ornikar_code-de-la-route-ornikar-(nouvelle-annee)-02_aleed-ed_2026-01-06T00-57-01Z (1)_myHsXegZ.mp4,19/03,15/04,28,9 229,15,22,4,1 123,2,2,,,,,,,,,,,
2026-03-21,SHORT_THEORY_9-16_Maman_ef0C1Dxh.mp4,01/01,01/04,91,13 310,14,26,0,3 815,0,0,,,,,,,,,,,
2026-03-21,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,3 278,13,13,8,490,4,4,,,,,,,,,,,
2026-03-21,Ornikar_Video_Preview_ASO_1080x1920_V4_muoJMb7L.mov,04/03,24/03,21,5 571,9,11,3,444,3,0,,,,,,,,,,,
2026-03-21,Image carousel 7,30/01,11/06,133,1 597,6,16,0,0,0,0,,,,,,,,,,,
2026-03-21,Image carousel 14,16/03,29/04,45,947,2,6,0,0,0,0,,,,,,,,,,,
2026-03-21,Image carousel 6,30/01,11/06,133,597,1,2,2,0,1,1,,,,,,,,,,,
2026-03-21,Image carousel 5,30/01,13/05,104,443,1,4,0,0,0,0,,,,,,,,,,,
2026-03-21,Image carousel 3,30/01,04/05,95,681,1,9,0,0,0,0,,,,,,,,,,,
2026-03-21,Image carousel 4,30/01,13/05,104,3 302,0,8,0,0,0,0,,,,,,,,,,,
